"sample","scientific","maxn","family","genus","species"
"POC25001","Synodontidae Saurida undosquamis",1,"Synodontidae","Saurida","undosquamis"
"POC25002","Synodontidae Saurida undosquamis",1,"Synodontidae","Saurida","undosquamis"
"POC25004","Synodontidae Saurida undosquamis",1,"Synodontidae","Saurida","undosquamis"
"POC25005","Synodontidae Saurida undosquamis",1,"Synodontidae","Saurida","undosquamis"
"POC26001","Synodontidae Saurida undosquamis",1,"Synodontidae","Saurida","undosquamis"
"POC26002","Synodontidae Saurida undosquamis",0,"Synodontidae","Saurida","undosquamis"
"POC26003","Synodontidae Saurida undosquamis",1,"Synodontidae","Saurida","undosquamis"
"POC26004","Synodontidae Saurida undosquamis",0,"Synodontidae","Saurida","undosquamis"
"POC26005","Synodontidae Saurida undosquamis",0,"Synodontidae","Saurida","undosquamis"
"POC37001","Synodontidae Saurida undosquamis",0,"Synodontidae","Saurida","undosquamis"
"POC37002","Synodontidae Saurida undosquamis",1,"Synodontidae","Saurida","undosquamis"
"POC37003","Synodontidae Saurida undosquamis",1,"Synodontidae","Saurida","undosquamis"
"POC37004","Synodontidae Saurida undosquamis",1,"Synodontidae","Saurida","undosquamis"
"POC37005","Synodontidae Saurida undosquamis",1,"Synodontidae","Saurida","undosquamis"
"POC38001","Synodontidae Saurida undosquamis",0,"Synodontidae","Saurida","undosquamis"
"POC38002","Synodontidae Saurida undosquamis",1,"Synodontidae","Saurida","undosquamis"
"POC38004","Synodontidae Saurida undosquamis",0,"Synodontidae","Saurida","undosquamis"
"POC38005","Synodontidae Saurida undosquamis",1,"Synodontidae","Saurida","undosquamis"
"POC39001","Synodontidae Saurida undosquamis",1,"Synodontidae","Saurida","undosquamis"
"POC39002","Synodontidae Saurida undosquamis",0,"Synodontidae","Saurida","undosquamis"
"POC39003","Synodontidae Saurida undosquamis",0,"Synodontidae","Saurida","undosquamis"
"POC39004","Synodontidae Saurida undosquamis",0,"Synodontidae","Saurida","undosquamis"
"POC39005","Synodontidae Saurida undosquamis",0,"Synodontidae","Saurida","undosquamis"
"POC11001","Synodontidae Synodus indicus",0,"Synodontidae","Synodus","indicus"
"POC11002","Synodontidae Synodus indicus",0,"Synodontidae","Synodus","indicus"
"POC11003","Synodontidae Synodus indicus",0,"Synodontidae","Synodus","indicus"
"POC11004","Synodontidae Synodus indicus",0,"Synodontidae","Synodus","indicus"
"POC11005","Synodontidae Synodus indicus",0,"Synodontidae","Synodus","indicus"
"POC11009","Synodontidae Synodus indicus",0,"Synodontidae","Synodus","indicus"
"POC11011","Synodontidae Synodus indicus",0,"Synodontidae","Synodus","indicus"
"POC11012","Synodontidae Synodus indicus",0,"Synodontidae","Synodus","indicus"
"POC11013","Synodontidae Synodus indicus",0,"Synodontidae","Synodus","indicus"
"POC11014","Synodontidae Synodus indicus",0,"Synodontidae","Synodus","indicus"
"POC11015","Synodontidae Synodus indicus",0,"Synodontidae","Synodus","indicus"
"POC12001","Synodontidae Synodus indicus",0,"Synodontidae","Synodus","indicus"
"POC12002","Synodontidae Synodus indicus",0,"Synodontidae","Synodus","indicus"
"POC12003","Synodontidae Synodus indicus",0,"Synodontidae","Synodus","indicus"
"POC12004","Synodontidae Synodus indicus",0,"Synodontidae","Synodus","indicus"
"POC12005","Synodontidae Synodus indicus",0,"Synodontidae","Synodus","indicus"
"POC12006","Synodontidae Synodus indicus",0,"Synodontidae","Synodus","indicus"
"POC12007","Synodontidae Synodus indicus",0,"Synodontidae","Synodus","indicus"
"POC12008","Synodontidae Synodus indicus",0,"Synodontidae","Synodus","indicus"
"POC12009","Synodontidae Synodus indicus",0,"Synodontidae","Synodus","indicus"
"POC12010","Synodontidae Synodus indicus",0,"Synodontidae","Synodus","indicus"
"POC13001","Synodontidae Synodus indicus",1,"Synodontidae","Synodus","indicus"
"POC13002","Synodontidae Synodus indicus",1,"Synodontidae","Synodus","indicus"
"POC13003","Synodontidae Synodus indicus",0,"Synodontidae","Synodus","indicus"
"POC13004","Synodontidae Synodus indicus",1,"Synodontidae","Synodus","indicus"
"POC13005","Synodontidae Synodus indicus",1,"Synodontidae","Synodus","indicus"
"POC13007","Synodontidae Synodus indicus",0,"Synodontidae","Synodus","indicus"
"POC13008","Synodontidae Synodus indicus",0,"Synodontidae","Synodus","indicus"
"POC13009","Synodontidae Synodus indicus",0,"Synodontidae","Synodus","indicus"
"POC13010","Synodontidae Synodus indicus",0,"Synodontidae","Synodus","indicus"
"POC24006","Synodontidae Synodus indicus",0,"Synodontidae","Synodus","indicus"
"POC24007","Synodontidae Synodus indicus",0,"Synodontidae","Synodus","indicus"
"POC24008","Synodontidae Synodus indicus",0,"Synodontidae","Synodus","indicus"
"POC24009","Synodontidae Synodus indicus",0,"Synodontidae","Synodus","indicus"
"POC24010","Synodontidae Synodus indicus",0,"Synodontidae","Synodus","indicus"
"POC25001","Synodontidae Synodus indicus",0,"Synodontidae","Synodus","indicus"
"POC25002","Synodontidae Synodus indicus",0,"Synodontidae","Synodus","indicus"
"POC25004","Synodontidae Synodus indicus",0,"Synodontidae","Synodus","indicus"
"POC25005","Synodontidae Synodus indicus",0,"Synodontidae","Synodus","indicus"
"POC26001","Synodontidae Synodus indicus",1,"Synodontidae","Synodus","indicus"
"POC26002","Synodontidae Synodus indicus",0,"Synodontidae","Synodus","indicus"
"POC26003","Synodontidae Synodus indicus",0,"Synodontidae","Synodus","indicus"
"POC26004","Synodontidae Synodus indicus",0,"Synodontidae","Synodus","indicus"
"POC26005","Synodontidae Synodus indicus",0,"Synodontidae","Synodus","indicus"
"POC37001","Synodontidae Synodus indicus",0,"Synodontidae","Synodus","indicus"
"POC37002","Synodontidae Synodus indicus",0,"Synodontidae","Synodus","indicus"
"POC37003","Synodontidae Synodus indicus",0,"Synodontidae","Synodus","indicus"
"POC37004","Synodontidae Synodus indicus",0,"Synodontidae","Synodus","indicus"
"POC37005","Synodontidae Synodus indicus",0,"Synodontidae","Synodus","indicus"
"POC38001","Synodontidae Synodus indicus",0,"Synodontidae","Synodus","indicus"
"POC38002","Synodontidae Synodus indicus",0,"Synodontidae","Synodus","indicus"
"POC38004","Synodontidae Synodus indicus",0,"Synodontidae","Synodus","indicus"
"POC38005","Synodontidae Synodus indicus",0,"Synodontidae","Synodus","indicus"
"POC39001","Synodontidae Synodus indicus",1,"Synodontidae","Synodus","indicus"
"POC39002","Synodontidae Synodus indicus",0,"Synodontidae","Synodus","indicus"
"POC39003","Synodontidae Synodus indicus",0,"Synodontidae","Synodus","indicus"
"POC39004","Synodontidae Synodus indicus",0,"Synodontidae","Synodus","indicus"
"POC39005","Synodontidae Synodus indicus",0,"Synodontidae","Synodus","indicus"
"POC11001","Terapontidae Terapon jarbua",0,"Terapontidae","Terapon","jarbua"
"POC11002","Terapontidae Terapon jarbua",0,"Terapontidae","Terapon","jarbua"
"POC11003","Terapontidae Terapon jarbua",0,"Terapontidae","Terapon","jarbua"
"POC11004","Terapontidae Terapon jarbua",0,"Terapontidae","Terapon","jarbua"
"POC11005","Terapontidae Terapon jarbua",0,"Terapontidae","Terapon","jarbua"
"POC11009","Terapontidae Terapon jarbua",0,"Terapontidae","Terapon","jarbua"
"POC11011","Terapontidae Terapon jarbua",0,"Terapontidae","Terapon","jarbua"
"POC11012","Terapontidae Terapon jarbua",1,"Terapontidae","Terapon","jarbua"
"POC11013","Terapontidae Terapon jarbua",0,"Terapontidae","Terapon","jarbua"
"POC11014","Terapontidae Terapon jarbua",0,"Terapontidae","Terapon","jarbua"
"POC11015","Terapontidae Terapon jarbua",1,"Terapontidae","Terapon","jarbua"
"POC12001","Terapontidae Terapon jarbua",0,"Terapontidae","Terapon","jarbua"
"POC12002","Terapontidae Terapon jarbua",0,"Terapontidae","Terapon","jarbua"
"POC12003","Terapontidae Terapon jarbua",0,"Terapontidae","Terapon","jarbua"
"POC12004","Terapontidae Terapon jarbua",0,"Terapontidae","Terapon","jarbua"
"POC12005","Terapontidae Terapon jarbua",0,"Terapontidae","Terapon","jarbua"
"POC12006","Terapontidae Terapon jarbua",0,"Terapontidae","Terapon","jarbua"
"POC12007","Terapontidae Terapon jarbua",0,"Terapontidae","Terapon","jarbua"
"POC12008","Terapontidae Terapon jarbua",0,"Terapontidae","Terapon","jarbua"
"POC12009","Terapontidae Terapon jarbua",0,"Terapontidae","Terapon","jarbua"
"POC12010","Terapontidae Terapon jarbua",1,"Terapontidae","Terapon","jarbua"
"POC13001","Terapontidae Terapon jarbua",1,"Terapontidae","Terapon","jarbua"
"POC13002","Terapontidae Terapon jarbua",3,"Terapontidae","Terapon","jarbua"
"POC13003","Terapontidae Terapon jarbua",1,"Terapontidae","Terapon","jarbua"
"POC13004","Terapontidae Terapon jarbua",0,"Terapontidae","Terapon","jarbua"
"POC13005","Terapontidae Terapon jarbua",3,"Terapontidae","Terapon","jarbua"
"POC13007","Terapontidae Terapon jarbua",1,"Terapontidae","Terapon","jarbua"
"POC13008","Terapontidae Terapon jarbua",0,"Terapontidae","Terapon","jarbua"
"POC13009","Terapontidae Terapon jarbua",0,"Terapontidae","Terapon","jarbua"
"POC13010","Terapontidae Terapon jarbua",1,"Terapontidae","Terapon","jarbua"
"POC24006","Terapontidae Terapon jarbua",0,"Terapontidae","Terapon","jarbua"
"POC24007","Terapontidae Terapon jarbua",0,"Terapontidae","Terapon","jarbua"
"POC24008","Terapontidae Terapon jarbua",0,"Terapontidae","Terapon","jarbua"
"POC24009","Terapontidae Terapon jarbua",0,"Terapontidae","Terapon","jarbua"
"POC24010","Terapontidae Terapon jarbua",7,"Terapontidae","Terapon","jarbua"
"POC25001","Terapontidae Terapon jarbua",0,"Terapontidae","Terapon","jarbua"
"POC25002","Terapontidae Terapon jarbua",3,"Terapontidae","Terapon","jarbua"
"POC25004","Terapontidae Terapon jarbua",0,"Terapontidae","Terapon","jarbua"
"POC25005","Terapontidae Terapon jarbua",0,"Terapontidae","Terapon","jarbua"
"POC26001","Terapontidae Terapon jarbua",0,"Terapontidae","Terapon","jarbua"
"POC26002","Terapontidae Terapon jarbua",0,"Terapontidae","Terapon","jarbua"
"POC26003","Terapontidae Terapon jarbua",0,"Terapontidae","Terapon","jarbua"
"POC26004","Terapontidae Terapon jarbua",0,"Terapontidae","Terapon","jarbua"
"POC26005","Terapontidae Terapon jarbua",0,"Terapontidae","Terapon","jarbua"
"POC37001","Terapontidae Terapon jarbua",0,"Terapontidae","Terapon","jarbua"
"POC37002","Terapontidae Terapon jarbua",0,"Terapontidae","Terapon","jarbua"
"POC37003","Terapontidae Terapon jarbua",1,"Terapontidae","Terapon","jarbua"
"POC37004","Terapontidae Terapon jarbua",0,"Terapontidae","Terapon","jarbua"
"POC37005","Terapontidae Terapon jarbua",0,"Terapontidae","Terapon","jarbua"
"POC38001","Terapontidae Terapon jarbua",0,"Terapontidae","Terapon","jarbua"
"POC38002","Terapontidae Terapon jarbua",0,"Terapontidae","Terapon","jarbua"
"POC38004","Terapontidae Terapon jarbua",0,"Terapontidae","Terapon","jarbua"
"POC38005","Terapontidae Terapon jarbua",0,"Terapontidae","Terapon","jarbua"
"POC39001","Terapontidae Terapon jarbua",0,"Terapontidae","Terapon","jarbua"
"POC39002","Terapontidae Terapon jarbua",0,"Terapontidae","Terapon","jarbua"
"POC39003","Terapontidae Terapon jarbua",0,"Terapontidae","Terapon","jarbua"
"POC39004","Terapontidae Terapon jarbua",0,"Terapontidae","Terapon","jarbua"
"POC39005","Terapontidae Terapon jarbua",0,"Terapontidae","Terapon","jarbua"
"POC11001","Tetraodontidae Arothron stellatus",0,"Tetraodontidae","Arothron","stellatus"
"POC11002","Tetraodontidae Arothron stellatus",0,"Tetraodontidae","Arothron","stellatus"
"POC11003","Tetraodontidae Arothron stellatus",0,"Tetraodontidae","Arothron","stellatus"
"POC11004","Tetraodontidae Arothron stellatus",0,"Tetraodontidae","Arothron","stellatus"
"POC11005","Tetraodontidae Arothron stellatus",0,"Tetraodontidae","Arothron","stellatus"
"POC11009","Tetraodontidae Arothron stellatus",0,"Tetraodontidae","Arothron","stellatus"
"POC11011","Tetraodontidae Arothron stellatus",0,"Tetraodontidae","Arothron","stellatus"
"POC11012","Tetraodontidae Arothron stellatus",0,"Tetraodontidae","Arothron","stellatus"
"POC11013","Tetraodontidae Arothron stellatus",0,"Tetraodontidae","Arothron","stellatus"
"POC11014","Tetraodontidae Arothron stellatus",0,"Tetraodontidae","Arothron","stellatus"
"POC11015","Tetraodontidae Arothron stellatus",0,"Tetraodontidae","Arothron","stellatus"
"POC12001","Tetraodontidae Arothron stellatus",0,"Tetraodontidae","Arothron","stellatus"
"POC12002","Tetraodontidae Arothron stellatus",0,"Tetraodontidae","Arothron","stellatus"
"POC12003","Tetraodontidae Arothron stellatus",0,"Tetraodontidae","Arothron","stellatus"
"POC12004","Tetraodontidae Arothron stellatus",0,"Tetraodontidae","Arothron","stellatus"
"POC12005","Tetraodontidae Arothron stellatus",0,"Tetraodontidae","Arothron","stellatus"
"POC12006","Tetraodontidae Arothron stellatus",0,"Tetraodontidae","Arothron","stellatus"
"POC12007","Tetraodontidae Arothron stellatus",0,"Tetraodontidae","Arothron","stellatus"
"POC12008","Tetraodontidae Arothron stellatus",0,"Tetraodontidae","Arothron","stellatus"
"POC12009","Tetraodontidae Arothron stellatus",0,"Tetraodontidae","Arothron","stellatus"
"POC12010","Tetraodontidae Arothron stellatus",0,"Tetraodontidae","Arothron","stellatus"
"POC13001","Tetraodontidae Arothron stellatus",0,"Tetraodontidae","Arothron","stellatus"
"POC13002","Tetraodontidae Arothron stellatus",0,"Tetraodontidae","Arothron","stellatus"
"POC13003","Tetraodontidae Arothron stellatus",0,"Tetraodontidae","Arothron","stellatus"
"POC13004","Tetraodontidae Arothron stellatus",0,"Tetraodontidae","Arothron","stellatus"
"POC13005","Tetraodontidae Arothron stellatus",0,"Tetraodontidae","Arothron","stellatus"
"POC13007","Tetraodontidae Arothron stellatus",0,"Tetraodontidae","Arothron","stellatus"
"POC13008","Tetraodontidae Arothron stellatus",0,"Tetraodontidae","Arothron","stellatus"
"POC13009","Tetraodontidae Arothron stellatus",0,"Tetraodontidae","Arothron","stellatus"
"POC13010","Tetraodontidae Arothron stellatus",0,"Tetraodontidae","Arothron","stellatus"
"POC24006","Tetraodontidae Arothron stellatus",0,"Tetraodontidae","Arothron","stellatus"
"POC24007","Tetraodontidae Arothron stellatus",0,"Tetraodontidae","Arothron","stellatus"
"POC24008","Tetraodontidae Arothron stellatus",0,"Tetraodontidae","Arothron","stellatus"
"POC24009","Tetraodontidae Arothron stellatus",0,"Tetraodontidae","Arothron","stellatus"
"POC24010","Tetraodontidae Arothron stellatus",0,"Tetraodontidae","Arothron","stellatus"
"POC25001","Tetraodontidae Arothron stellatus",0,"Tetraodontidae","Arothron","stellatus"
"POC25002","Tetraodontidae Arothron stellatus",0,"Tetraodontidae","Arothron","stellatus"
"POC25004","Tetraodontidae Arothron stellatus",0,"Tetraodontidae","Arothron","stellatus"
"POC25005","Tetraodontidae Arothron stellatus",0,"Tetraodontidae","Arothron","stellatus"
"POC26001","Tetraodontidae Arothron stellatus",0,"Tetraodontidae","Arothron","stellatus"
"POC26002","Tetraodontidae Arothron stellatus",0,"Tetraodontidae","Arothron","stellatus"
"POC26003","Tetraodontidae Arothron stellatus",0,"Tetraodontidae","Arothron","stellatus"
"POC26004","Tetraodontidae Arothron stellatus",0,"Tetraodontidae","Arothron","stellatus"
"POC26005","Tetraodontidae Arothron stellatus",0,"Tetraodontidae","Arothron","stellatus"
"POC37001","Tetraodontidae Arothron stellatus",0,"Tetraodontidae","Arothron","stellatus"
"POC37002","Tetraodontidae Arothron stellatus",0,"Tetraodontidae","Arothron","stellatus"
"POC37003","Tetraodontidae Arothron stellatus",0,"Tetraodontidae","Arothron","stellatus"
"POC37004","Tetraodontidae Arothron stellatus",0,"Tetraodontidae","Arothron","stellatus"
"POC37005","Tetraodontidae Arothron stellatus",0,"Tetraodontidae","Arothron","stellatus"
"POC38001","Tetraodontidae Arothron stellatus",0,"Tetraodontidae","Arothron","stellatus"
"POC38002","Tetraodontidae Arothron stellatus",0,"Tetraodontidae","Arothron","stellatus"
"POC38004","Tetraodontidae Arothron stellatus",0,"Tetraodontidae","Arothron","stellatus"
"POC38005","Tetraodontidae Arothron stellatus",1,"Tetraodontidae","Arothron","stellatus"
"POC39001","Tetraodontidae Arothron stellatus",0,"Tetraodontidae","Arothron","stellatus"
"POC39002","Tetraodontidae Arothron stellatus",0,"Tetraodontidae","Arothron","stellatus"
"POC39003","Tetraodontidae Arothron stellatus",0,"Tetraodontidae","Arothron","stellatus"
"POC39004","Tetraodontidae Arothron stellatus",0,"Tetraodontidae","Arothron","stellatus"
"POC39005","Tetraodontidae Arothron stellatus",0,"Tetraodontidae","Arothron","stellatus"
"POC11001","Tetraodontidae Lagocephalus lunaris",0,"Tetraodontidae","Lagocephalus","lunaris"
"POC11002","Tetraodontidae Lagocephalus lunaris",1,"Tetraodontidae","Lagocephalus","lunaris"
"POC11003","Tetraodontidae Lagocephalus lunaris",0,"Tetraodontidae","Lagocephalus","lunaris"
"POC11004","Tetraodontidae Lagocephalus lunaris",1,"Tetraodontidae","Lagocephalus","lunaris"
"POC11005","Tetraodontidae Lagocephalus lunaris",0,"Tetraodontidae","Lagocephalus","lunaris"
"POC11009","Tetraodontidae Lagocephalus lunaris",3,"Tetraodontidae","Lagocephalus","lunaris"
"POC11011","Tetraodontidae Lagocephalus lunaris",1,"Tetraodontidae","Lagocephalus","lunaris"
"POC11012","Tetraodontidae Lagocephalus lunaris",2,"Tetraodontidae","Lagocephalus","lunaris"
"POC11013","Tetraodontidae Lagocephalus lunaris",1,"Tetraodontidae","Lagocephalus","lunaris"
"POC11014","Tetraodontidae Lagocephalus lunaris",2,"Tetraodontidae","Lagocephalus","lunaris"
"POC11015","Tetraodontidae Lagocephalus lunaris",2,"Tetraodontidae","Lagocephalus","lunaris"
"POC12001","Tetraodontidae Lagocephalus lunaris",1,"Tetraodontidae","Lagocephalus","lunaris"
"POC12002","Tetraodontidae Lagocephalus lunaris",1,"Tetraodontidae","Lagocephalus","lunaris"
"POC12003","Tetraodontidae Lagocephalus lunaris",0,"Tetraodontidae","Lagocephalus","lunaris"
"POC12004","Tetraodontidae Lagocephalus lunaris",0,"Tetraodontidae","Lagocephalus","lunaris"
"POC12005","Tetraodontidae Lagocephalus lunaris",1,"Tetraodontidae","Lagocephalus","lunaris"
"POC12006","Tetraodontidae Lagocephalus lunaris",3,"Tetraodontidae","Lagocephalus","lunaris"
"POC12007","Tetraodontidae Lagocephalus lunaris",1,"Tetraodontidae","Lagocephalus","lunaris"
"POC12008","Tetraodontidae Lagocephalus lunaris",1,"Tetraodontidae","Lagocephalus","lunaris"
"POC12009","Tetraodontidae Lagocephalus lunaris",2,"Tetraodontidae","Lagocephalus","lunaris"
"POC12010","Tetraodontidae Lagocephalus lunaris",2,"Tetraodontidae","Lagocephalus","lunaris"
"POC13001","Tetraodontidae Lagocephalus lunaris",1,"Tetraodontidae","Lagocephalus","lunaris"
"POC13002","Tetraodontidae Lagocephalus lunaris",2,"Tetraodontidae","Lagocephalus","lunaris"
"POC13003","Tetraodontidae Lagocephalus lunaris",2,"Tetraodontidae","Lagocephalus","lunaris"
"POC13004","Tetraodontidae Lagocephalus lunaris",1,"Tetraodontidae","Lagocephalus","lunaris"
"POC13005","Tetraodontidae Lagocephalus lunaris",2,"Tetraodontidae","Lagocephalus","lunaris"
"POC13007","Tetraodontidae Lagocephalus lunaris",1,"Tetraodontidae","Lagocephalus","lunaris"
"POC13008","Tetraodontidae Lagocephalus lunaris",2,"Tetraodontidae","Lagocephalus","lunaris"
"POC13009","Tetraodontidae Lagocephalus lunaris",1,"Tetraodontidae","Lagocephalus","lunaris"
"POC13010","Tetraodontidae Lagocephalus lunaris",1,"Tetraodontidae","Lagocephalus","lunaris"
"POC24006","Tetraodontidae Lagocephalus lunaris",2,"Tetraodontidae","Lagocephalus","lunaris"
"POC24007","Tetraodontidae Lagocephalus lunaris",2,"Tetraodontidae","Lagocephalus","lunaris"
"POC24008","Tetraodontidae Lagocephalus lunaris",4,"Tetraodontidae","Lagocephalus","lunaris"
"POC24009","Tetraodontidae Lagocephalus lunaris",2,"Tetraodontidae","Lagocephalus","lunaris"
"POC24010","Tetraodontidae Lagocephalus lunaris",4,"Tetraodontidae","Lagocephalus","lunaris"
"POC25001","Tetraodontidae Lagocephalus lunaris",3,"Tetraodontidae","Lagocephalus","lunaris"
"POC25002","Tetraodontidae Lagocephalus lunaris",4,"Tetraodontidae","Lagocephalus","lunaris"
"POC25004","Tetraodontidae Lagocephalus lunaris",6,"Tetraodontidae","Lagocephalus","lunaris"
"POC25005","Tetraodontidae Lagocephalus lunaris",4,"Tetraodontidae","Lagocephalus","lunaris"
"POC26001","Tetraodontidae Lagocephalus lunaris",1,"Tetraodontidae","Lagocephalus","lunaris"
"POC26002","Tetraodontidae Lagocephalus lunaris",2,"Tetraodontidae","Lagocephalus","lunaris"
"POC26003","Tetraodontidae Lagocephalus lunaris",1,"Tetraodontidae","Lagocephalus","lunaris"
"POC26004","Tetraodontidae Lagocephalus lunaris",3,"Tetraodontidae","Lagocephalus","lunaris"
"POC26005","Tetraodontidae Lagocephalus lunaris",1,"Tetraodontidae","Lagocephalus","lunaris"
"POC37001","Tetraodontidae Lagocephalus lunaris",2,"Tetraodontidae","Lagocephalus","lunaris"
"POC37002","Tetraodontidae Lagocephalus lunaris",1,"Tetraodontidae","Lagocephalus","lunaris"
"POC37003","Tetraodontidae Lagocephalus lunaris",1,"Tetraodontidae","Lagocephalus","lunaris"
"POC37004","Tetraodontidae Lagocephalus lunaris",1,"Tetraodontidae","Lagocephalus","lunaris"
"POC37005","Tetraodontidae Lagocephalus lunaris",1,"Tetraodontidae","Lagocephalus","lunaris"
"POC38001","Tetraodontidae Lagocephalus lunaris",0,"Tetraodontidae","Lagocephalus","lunaris"
"POC38002","Tetraodontidae Lagocephalus lunaris",1,"Tetraodontidae","Lagocephalus","lunaris"
"POC38004","Tetraodontidae Lagocephalus lunaris",1,"Tetraodontidae","Lagocephalus","lunaris"
"POC38005","Tetraodontidae Lagocephalus lunaris",1,"Tetraodontidae","Lagocephalus","lunaris"
"POC39001","Tetraodontidae Lagocephalus lunaris",1,"Tetraodontidae","Lagocephalus","lunaris"
